id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
440,IPL-2014,Ranchi,18-05-2014,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,1,Royal Challengers Bangalore,0.0,5.0,AB de Villiers,JSCA International Stadium Complex,,,
441,IPL-2014,Hyderabad,18-05-2014,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,1,Kolkata Knight Riders,0.0,7.0,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",,,
442,IPL-2014,Ahmedabad,19-05-2014,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,1,Mumbai Indians,25.0,0.0,MEK Hussey,"Sardar Patel Stadium, Motera",,,
443,IPL-2014,Delhi,19-05-2014,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,4.0,AR Patel,Feroz Shah Kotla,,,
444,IPL-2014,Hyderabad,20-05-2014,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,1,Sunrisers Hyderabad,0.0,7.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",,,
445,IPL-2014,Kolkata,20-05-2014,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,8.0,RV Uthappa,Eden Gardens,,,
446,IPL-2014,Chandigarh,21-05-2014,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,7.0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",,,
447,IPL-2014,Kolkata,22-05-2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Kolkata Knight Riders,30.0,0.0,RV Uthappa,Eden Gardens,,,
448,IPL-2014,Ranchi,22-05-2014,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,6.0,DA Warner,JSCA International Stadium Complex,,,
449,IPL-2014,Mumbai,23-05-2014,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,1,Mumbai Indians,15.0,0.0,MEK Hussey,Wankhede Stadium,,,
450,IPL-2014,Chandigarh,23-05-2014,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Punjab Kings,16.0,0.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",,,
451,IPL-2014,Bangalore,24-05-2014,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,8.0,MS Dhoni,M Chinnaswamy Stadium,,,
452,IPL-2014,Kolkata,24-05-2014,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,4.0,YK Pathan,Eden Gardens,,,
453,IPL-2014,Chandigarh,25-05-2014,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,7.0,M Vohra,"Punjab Cricket Association Stadium, Mohali",,,
454,IPL-2014,Mumbai,25-05-2014,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,5.0,CJ Anderson,Wankhede Stadium,,,
455,IPL-2014,Kolkata,27-05-2014,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,1,Kolkata Knight Riders,28.0,0.0,UT Yadav,Eden Gardens,,,
456,IPL-2014,Mumbai,28-05-2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,7.0,SK Raina,Brabourne Stadium,,,
457,IPL-2014,Mumbai,30-05-2014,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,1,Punjab Kings,24.0,0.0,V Sehwag,Wankhede Stadium,,,
458,IPL-2014,Bangalore,01-06-2014,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,3.0,MK Pandey,M Chinnaswamy Stadium,,,
459,IPL-2015,Kolkata,08-04-2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,7.0,M Morkel,Eden Gardens,,,
460,IPL-2015,Chennai,09-04-2015,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Chennai Super Kings,1.0,0.0,A Nehra,"MA Chidambaram Stadium, Chepauk",,,
461,IPL-2015,Pune,10-04-2015,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,1,Rajasthan Royals,26.0,0.0,JP Faulkner,Maharashtra Cricket Association Stadium,,,
462,IPL-2015,Chennai,11-04-2015,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,1,Chennai Super Kings,45.0,0.0,BB McCullum,"MA Chidambaram Stadium, Chepauk",,,
463,IPL-2015,Kolkata,11-04-2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,3.0,CH Gayle,Eden Gardens,,,
464,IPL-2015,Delhi,12-04-2015,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,3.0,DJ Hooda,Feroz Shah Kotla,,,
465,IPL-2015,Mumbai,12-04-2015,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Punjab Kings,18.0,0.0,GJ Bailey,Wankhede Stadium,,,
466,IPL-2015,Bangalore,13-04-2015,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,8.0,DA Warner,M Chinnaswamy Stadium,,,
467,IPL-2015,Ahmedabad,14-04-2015,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,1,Rajasthan Royals,0.0,7.0,SPD Smith,"Sardar Patel Stadium, Motera",,,
468,IPL-2015,Pune,15-04-2015,Punjab Kings,Delhi Capitals,Punjab Kings,bat,normal,1,Delhi Capitals,0.0,5.0,MA Agarwal,Maharashtra Cricket Association Stadium,,,
469,IPL-2015,Visakhapatnam,16-04-2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,6.0,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
470,IPL-2015,Mumbai,17-04-2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,1,Chennai Super Kings,0.0,6.0,A Nehra,Wankhede Stadium,,,
471,IPL-2015,Visakhapatnam,18-04-2015,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,1,Delhi Capitals,4.0,0.0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
472,IPL-2015,Pune,18-04-2015,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,4.0,AD Russell,Maharashtra Cricket Association Stadium,,,
473,IPL-2015,Ahmedabad,19-04-2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,1,Rajasthan Royals,0.0,8.0,AM Rahane,"Sardar Patel Stadium, Motera",,,
474,IPL-2015,Bangalore,19-04-2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Mumbai Indians,18.0,0.0,Harbhajan Singh,M Chinnaswamy Stadium,,,
475,IPL-2015,Delhi,20-04-2015,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,6.0,UT Yadav,Feroz Shah Kotla,,,
476,IPL-2015,Ahmedabad,21-04-2015,Rajasthan Royals,Punjab Kings,Punjab Kings,field,tie,1,Unknown,0.0,0.0,SE Marsh,"Sardar Patel Stadium, Motera",,,
477,IPL-2015,Visakhapatnam,22-04-2015,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Sunrisers Hyderabad,16.0,0.0,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
478,IPL-2015,Bangalore,22-04-2015,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Chennai Super Kings,27.0,0.0,SK Raina,M Chinnaswamy Stadium,,,
479,IPL-2015,Delhi,23-04-2015,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,1,Delhi Capitals,37.0,0.0,SS Iyer,Feroz Shah Kotla,,,
480,IPL-2015,Ahmedabad,24-04-2015,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,9.0,MA Starc,"Sardar Patel Stadium, Motera",,,
481,IPL-2015,Mumbai,25-04-2015,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,1,Mumbai Indians,20.0,0.0,SL Malinga,Wankhede Stadium,,,
482,IPL-2015,Chennai,25-04-2015,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,1,Chennai Super Kings,97.0,0.0,BB McCullum,"MA Chidambaram Stadium, Chepauk",,,
483,IPL-2015,Delhi,26-04-2015,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,10.0,VR Aaron,Feroz Shah Kotla,,,
484,IPL-2015,Chandigarh,27-04-2015,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,1,Sunrisers Hyderabad,20.0,0.0,TA Boult,"Punjab Cricket Association Stadium, Mohali",,,
485,IPL-2015,Chennai,28-04-2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Chennai Super Kings,2.0,0.0,DJ Bravo,"MA Chidambaram Stadium, Chepauk",,,
486,IPL-2015,Bangalore,29-04-2015,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,1,Unknown,0.0,0.0,Unknown,M Chinnaswamy Stadium,,,
487,IPL-2015,Kolkata,30-04-2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,7.0,AD Russell,Eden Gardens,,,
488,IPL-2015,Delhi,01-05-2015,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,9.0,NM Coulter-Nile,Feroz Shah Kotla,,,
489,IPL-2015,Mumbai,01-05-2015,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,1,Mumbai Indians,8.0,0.0,AT Rayudu,Wankhede Stadium,,,
490,IPL-2015,Bangalore,02-05-2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,7.0,Mandeep Singh,M Chinnaswamy Stadium,,,
491,IPL-2015,Hyderabad,02-05-2015,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,1,Sunrisers Hyderabad,22.0,0.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",,,
492,IPL-2015,Chandigarh,03-05-2015,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,normal,1,Mumbai Indians,23.0,0.0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",,,
493,IPL-2015,Mumbai,03-05-2015,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,1,Rajasthan Royals,14.0,0.0,AM Rahane,Brabourne Stadium,,,
494,IPL-2015,Chennai,04-05-2015,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,1,Chennai Super Kings,24.0,0.0,SK Raina,"MA Chidambaram Stadium, Chepauk",,,
495,IPL-2015,Kolkata,04-05-2015,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Kolkata Knight Riders,35.0,0.0,UT Yadav,Eden Gardens,,,
496,IPL-2015,Mumbai,05-05-2015,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,1,Mumbai Indians,0.0,5.0,Harbhajan Singh,Wankhede Stadium,,,
497,IPL-2015,Bangalore,06-05-2015,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,1,Royal Challengers Bangalore,138.0,0.0,CH Gayle,M Chinnaswamy Stadium,,,
498,IPL-2015,Kolkata,07-05-2015,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,13.0,0.0,PP Chawla,Eden Gardens,,,
499,IPL-2015,Mumbai,07-05-2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,1,Sunrisers Hyderabad,7.0,0.0,EJG Morgan,Brabourne Stadium,,,
500,IPL-2015,Chennai,08-05-2015,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,1,Mumbai Indians,0.0,6.0,HH Pandya,"MA Chidambaram Stadium, Chepauk",,,
501,IPL-2015,Kolkata,09-05-2015,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,1,Kolkata Knight Riders,0.0,1.0,AD Russell,Eden Gardens,,,
502,IPL-2015,Raipur,09-05-2015,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,1,Sunrisers Hyderabad,6.0,0.0,MC Henriques,Shaheed Veer Narayan Singh International Stadium,,,
503,IPL-2015,Mumbai,10-05-2015,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,1,Royal Challengers Bangalore,39.0,0.0,AB de Villiers,Wankhede Stadium,,,
504,IPL-2015,Chennai,10-05-2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,1,Chennai Super Kings,12.0,0.0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",,,
505,IPL-2015,Hyderabad,11-05-2015,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,normal,1,Sunrisers Hyderabad,5.0,0.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",,,
506,IPL-2015,Raipur,12-05-2015,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,1,Delhi Capitals,0.0,6.0,Z Khan,Shaheed Veer Narayan Singh International Stadium,,,
507,IPL-2015,Chandigarh,13-05-2015,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Punjab Kings,22.0,0.0,AR Patel,"Punjab Cricket Association Stadium, Mohali",,,
508,IPL-2015,Mumbai,14-05-2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Mumbai Indians,5.0,0.0,HH Pandya,Wankhede Stadium,,,
509,IPL-2015,Hyderabad,15-05-2015,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,1,Royal Challengers Bangalore,0.0,6.0,V Kohli,"Rajiv Gandhi International Stadium, Uppal",,,
510,IPL-2015,Chandigarh,16-05-2015,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,normal,1,Chennai Super Kings,0.0,7.0,P Negi,"Punjab Cricket Association Stadium, Mohali",,,
511,IPL-2015,Mumbai,16-05-2015,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,1,Rajasthan Royals,9.0,0.0,SR Watson,Brabourne Stadium,,,
512,IPL-2015,Bangalore,17-05-2015,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,no result,1,Unknown,0.0,0.0,Unknown,M Chinnaswamy Stadium,,,
513,IPL-2015,Hyderabad,17-05-2015,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,1,Mumbai Indians,0.0,9.0,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",,,
514,IPL-2015,Mumbai,19-05-2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,1,Mumbai Indians,25.0,0.0,KA Pollard,Wankhede Stadium,,,
515,IPL-2015,Pune,20-05-2015,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,1,Royal Challengers Bangalore,71.0,0.0,AB de Villiers,Maharashtra Cricket Association Stadium,,,
516,IPL-2015,Ranchi,22-05-2015,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,3.0,A Nehra,JSCA International Stadium Complex,,,
517,IPL-2015,Kolkata,24-05-2015,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,1,Mumbai Indians,41.0,0.0,RG Sharma,Eden Gardens,,,
518,IPL-2016,Mumbai,09-04-2016,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,1,Rising Pune Supergiant,0.0,9.0,AM Rahane,Wankhede Stadium,,,
519,IPL-2016,Kolkata,10-04-2016,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,9.0,AD Russell,Eden Gardens,,,
520,IPL-2016,Chandigarh,11-04-2016,Punjab Kings,Gujarat Lions,Gujarat Lions,field,normal,1,Gujarat Lions,0.0,5.0,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,
521,IPL-2016,Bangalore,12-04-2016,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Royal Challengers Bangalore,45.0,0.0,AB de Villiers,M Chinnaswamy Stadium,,,
522,IPL-2016,Kolkata,13-04-2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,6.0,RG Sharma,Eden Gardens,,,
523,IPL-2016,Rajkot,14-04-2016,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,bat,normal,1,Gujarat Lions,0.0,7.0,AJ Finch,Saurashtra Cricket Association Stadium,,,
524,IPL-2016,Delhi,15-04-2016,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,8.0,A Mishra,Feroz Shah Kotla,,,
525,IPL-2016,Hyderabad,16-04-2016,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,1,Kolkata Knight Riders,0.0,8.0,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",,,
526,IPL-2016,Mumbai,16-04-2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,1,Gujarat Lions,0.0,3.0,AJ Finch,Wankhede Stadium,,,
527,IPL-2016,Chandigarh,17-04-2016,Rising Pune Supergiant,Punjab Kings,Rising Pune Supergiant,bat,normal,1,Punjab Kings,0.0,6.0,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,
528,IPL-2016,Bangalore,17-04-2016,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,7.0,Q de Kock,M Chinnaswamy Stadium,,,
529,IPL-2016,Hyderabad,18-04-2016,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,7.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",,,
530,IPL-2016,Chandigarh,19-04-2016,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,6.0,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,
531,IPL-2016,Mumbai,20-04-2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,6.0,RG Sharma,Wankhede Stadium,,,
532,IPL-2016,Rajkot,21-04-2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,10.0,B Kumar,Saurashtra Cricket Association Stadium,,,
533,IPL-2016,Pune,22-04-2016,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,1,Royal Challengers Bangalore,13.0,0.0,AB de Villiers,Maharashtra Cricket Association Stadium,,,
534,IPL-2016,Delhi,23-04-2016,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,1,Delhi Capitals,10.0,0.0,SV Samson,Feroz Shah Kotla,,,
535,IPL-2016,Hyderabad,23-04-2016,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,5.0,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",,,
536,IPL-2016,Rajkot,24-04-2016,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,1,Gujarat Lions,0.0,6.0,V Kohli,Saurashtra Cricket Association Stadium,,,
537,IPL-2016,Pune,24-04-2016,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,2.0,SA Yadav,Maharashtra Cricket Association Stadium,,,
538,IPL-2016,Chandigarh,25-04-2016,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,1,Mumbai Indians,25.0,0.0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,
539,IPL-2016,Hyderabad,26-04-2016,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,1,Rising Pune Supergiant,34.0,0.0,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",,,
540,IPL-2016,Delhi,27-04-2016,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,1,Gujarat Lions,1.0,0.0,CH Morris,Feroz Shah Kotla,,,
541,IPL-2016,Mumbai,28-04-2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,6.0,RG Sharma,Wankhede Stadium,,,
542,IPL-2016,Pune,29-04-2016,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,1,Gujarat Lions,0.0,3.0,DR Smith,Maharashtra Cricket Association Stadium,,,
543,IPL-2016,Delhi,30-04-2016,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Delhi Capitals,27.0,0.0,CR Brathwaite,Feroz Shah Kotla,,,
544,IPL-2016,Hyderabad,30-04-2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Sunrisers Hyderabad,15.0,0.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",,,
545,IPL-2016,Rajkot,01-05-2016,Punjab Kings,Gujarat Lions,Gujarat Lions,field,normal,1,Punjab Kings,23.0,0.0,AR Patel,Saurashtra Cricket Association Stadium,,,
546,IPL-2016,Pune,01-05-2016,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,8.0,RG Sharma,Maharashtra Cricket Association Stadium,,,
547,IPL-2016,Bangalore,02-05-2016,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,5.0,AD Russell,M Chinnaswamy Stadium,,,
548,IPL-2016,Rajkot,03-05-2016,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,8.0,RR Pant,Saurashtra Cricket Association Stadium,,,
549,IPL-2016,Kolkata,04-05-2016,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,1,Kolkata Knight Riders,7.0,0.0,AD Russell,Eden Gardens,,,
550,IPL-2016,Delhi,05-05-2016,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,1,Rising Pune Supergiant,0.0,7.0,AM Rahane,Feroz Shah Kotla,,,
551,IPL-2016,Hyderabad,06-05-2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,5.0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",,,
552,IPL-2016,Bangalore,07-05-2016,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,7.0,V Kohli,M Chinnaswamy Stadium,,,
553,IPL-2016,Chandigarh,07-05-2016,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Punjab Kings,9.0,0.0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,
554,IPL-2016,Visakhapatnam,08-05-2016,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,1,Sunrisers Hyderabad,85.0,0.0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
555,IPL-2016,Kolkata,08-05-2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,1,Gujarat Lions,0.0,5.0,P Kumar,Eden Gardens,,,
556,IPL-2016,Chandigarh,09-05-2016,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,1,Royal Challengers Bangalore,1.0,0.0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,
557,IPL-2016,Visakhapatnam,10-05-2016,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,bat,normal,1,Sunrisers Hyderabad,4.0,0.0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
558,IPL-2016,Bangalore,11-05-2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,6.0,KH Pandya,M Chinnaswamy Stadium,,,
559,IPL-2016,Hyderabad,12-05-2016,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,7.0,CH Morris,"Rajiv Gandhi International Stadium, Uppal",,,
560,IPL-2016,Visakhapatnam,13-05-2016,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,normal,1,Punjab Kings,0.0,7.0,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
561,IPL-2016,Bangalore,14-05-2016,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,1,Royal Challengers Bangalore,144.0,0.0,AB de Villiers,M Chinnaswamy Stadium,,,
562,IPL-2016,Kolkata,14-05-2016,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,bat,normal,1,Kolkata Knight Riders,0.0,8.0,YK Pathan,Eden Gardens,,,
563,IPL-2016,Chandigarh,15-05-2016,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,normal,1,Sunrisers Hyderabad,0.0,7.0,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,
564,IPL-2016,Visakhapatnam,15-05-2016,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,1,Mumbai Indians,80.0,0.0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
565,IPL-2016,Kolkata,16-05-2016,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,9.0,V Kohli,Eden Gardens,,,
566,IPL-2016,Visakhapatnam,17-05-2016,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,1,Rising Pune Supergiant,19.0,0.0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
