id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
306,IPL-2012,Jaipur,13-05-2012,Rajasthan Royals,Pune Warriors India,Rajasthan Royals,bat,normal,1,Rajasthan Royals,45.0,0.0,A Chandila,Sawai Mansingh Stadium,,,
307,IPL-2012,Chandigarh,13-05-2012,Deccan Chargers,Punjab Kings,Deccan Chargers,bat,normal,1,Punjab Kings,0.0,4.0,DJ Hussey,"Punjab Cricket Association Stadium, Mohali",,,
308,IPL-2012,Bangalore,14-05-2012,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,5.0,AT Rayudu,M Chinnaswamy Stadium,,,
309,IPL-2012,Kolkata,14-05-2012,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,5.0,MEK Hussey,Eden Gardens,,,
310,IPL-2012,Delhi,15-05-2012,Punjab Kings,Delhi Capitals,Punjab Kings,bat,normal,1,Delhi Capitals,0.0,5.0,UT Yadav,Feroz Shah Kotla,,,
311,IPL-2012,Mumbai,16-05-2012,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,1,Kolkata Knight Riders,32.0,0.0,SP Narine,Wankhede Stadium,,,
312,IPL-2012,Dharamsala,17-05-2012,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,,,
313,IPL-2012,Delhi,17-05-2012,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,1,Royal Challengers Bangalore,21.0,0.0,CH Gayle,Feroz Shah Kotla,,,
314,IPL-2012,Hyderabad,18-05-2012,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,1,Deccan Chargers,0.0,5.0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",,,
315,IPL-2012,Dharamsala,19-05-2012,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,6.0,UT Yadav,Himachal Pradesh Cricket Association Stadium,,,
316,IPL-2012,Pune,19-05-2012,Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,34.0,0.0,Shakib Al Hasan,Subrata Roy Sahara Stadium,,,
317,IPL-2012,Hyderabad,20-05-2012,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Deccan Chargers,9.0,0.0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",,,
318,IPL-2012,Jaipur,20-05-2012,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,1,Mumbai Indians,0.0,10.0,DR Smith,Sawai Mansingh Stadium,,,
319,IPL-2012,Pune,22-05-2012,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,18.0,0.0,YK Pathan,Subrata Roy Sahara Stadium,,,
320,IPL-2012,Bangalore,23-05-2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Chennai Super Kings,38.0,0.0,MS Dhoni,M Chinnaswamy Stadium,,,
321,IPL-2012,Chennai,25-05-2012,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Chennai Super Kings,86.0,0.0,M Vijay,"MA Chidambaram Stadium, Chepauk",,,
322,IPL-2012,Chennai,27-05-2012,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Kolkata Knight Riders,0.0,5.0,MS Bisla,"MA Chidambaram Stadium, Chepauk",,,
323,IPL-2013,Kolkata,03-04-2013,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,6.0,SP Narine,Eden Gardens,,,
324,IPL-2013,Bangalore,04-04-2013,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,1,Royal Challengers Bangalore,2.0,0.0,CH Gayle,M Chinnaswamy Stadium,,,
325,IPL-2013,Hyderabad,05-04-2013,Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,field,normal,1,Sunrisers Hyderabad,22.0,0.0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",,,
326,IPL-2013,Delhi,06-04-2013,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,1,Rajasthan Royals,5.0,0.0,R Dravid,Feroz Shah Kotla,,,
327,IPL-2013,Chennai,06-04-2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,1,Mumbai Indians,9.0,0.0,KA Pollard,"MA Chidambaram Stadium, Chepauk",,,
328,IPL-2013,Pune,07-04-2013,Pune Warriors India,Punjab Kings,Pune Warriors India,bat,normal,1,Punjab Kings,0.0,8.0,M Vohra,Subrata Roy Sahara Stadium,,,
329,IPL-2013,Hyderabad,07-04-2013,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,tie,1,Unknown,0.0,0.0,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",,,
330,IPL-2013,Jaipur,08-04-2013,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Rajasthan Royals,19.0,0.0,SK Trivedi,Sawai Mansingh Stadium,,,
331,IPL-2013,Mumbai,09-04-2013,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,1,Mumbai Indians,44.0,0.0,KD Karthik,Wankhede Stadium,,,
332,IPL-2013,Bangalore,09-04-2013,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,1,Royal Challengers Bangalore,0.0,7.0,V Kohli,M Chinnaswamy Stadium,,,
333,IPL-2013,Chandigarh,10-04-2013,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,10.0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",,,
334,IPL-2013,Bangalore,11-04-2013,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,8.0,CH Gayle,M Chinnaswamy Stadium,,,
335,IPL-2013,Pune,11-04-2013,Rajasthan Royals,Pune Warriors India,Rajasthan Royals,bat,normal,1,Pune Warriors India,0.0,7.0,AJ Finch,Subrata Roy Sahara Stadium,,,
336,IPL-2013,Delhi,12-04-2013,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,1,Sunrisers Hyderabad,0.0,3.0,A Mishra,Feroz Shah Kotla,,,
337,IPL-2013,Mumbai,13-04-2013,Mumbai Indians,Pune Warriors India,Mumbai Indians,bat,normal,1,Mumbai Indians,41.0,0.0,RG Sharma,Wankhede Stadium,,,
338,IPL-2013,Chennai,13-04-2013,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,4.0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",,,
339,IPL-2013,Kolkata,14-04-2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,48.0,0.0,G Gambhir,Eden Gardens,,,
340,IPL-2013,Jaipur,14-04-2013,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,6.0,JP Faulkner,Sawai Mansingh Stadium,,,
341,IPL-2013,Chennai,15-04-2013,Pune Warriors India,Chennai Super Kings,Pune Warriors India,bat,normal,1,Pune Warriors India,24.0,0.0,SPD Smith,"MA Chidambaram Stadium, Chepauk",,,
342,IPL-2013,Chandigarh,16-04-2013,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Punjab Kings,4.0,0.0,MS Gony,"Punjab Cricket Association Stadium, Mohali",,,
343,IPL-2013,Bangalore,16-04-2013,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,tie,1,Unknown,0.0,0.0,V Kohli,M Chinnaswamy Stadium,,,
344,IPL-2013,Pune,17-04-2013,Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,field,normal,1,Sunrisers Hyderabad,11.0,0.0,A Mishra,Maharashtra Cricket Association Stadium,,,
345,IPL-2013,Jaipur,17-04-2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,1,Rajasthan Royals,87.0,0.0,AM Rahane,Sawai Mansingh Stadium,,,
346,IPL-2013,Delhi,18-04-2013,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,1,Chennai Super Kings,86.0,0.0,MEK Hussey,Feroz Shah Kotla,,,
347,IPL-2013,Hyderabad,19-04-2013,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,normal,1,Sunrisers Hyderabad,0.0,5.0,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",,,
348,IPL-2013,Kolkata,20-04-2013,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,1,Chennai Super Kings,0.0,4.0,RA Jadeja,Eden Gardens,,,
349,IPL-2013,Bangalore,20-04-2013,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,7.0,R Vinay Kumar,M Chinnaswamy Stadium,,,
350,IPL-2013,Delhi,21-04-2013,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,1,Delhi Capitals,0.0,9.0,V Sehwag,Feroz Shah Kotla,,,
351,IPL-2013,Chandigarh,21-04-2013,Pune Warriors India,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,7.0,DA Miller,"Punjab Cricket Association Stadium, Mohali",,,
352,IPL-2013,Chennai,22-04-2013,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,1,Chennai Super Kings,0.0,5.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",,,
353,IPL-2013,Bangalore,23-04-2013,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,field,normal,1,Royal Challengers Bangalore,130.0,0.0,CH Gayle,M Chinnaswamy Stadium,,,
354,IPL-2013,Delhi,23-04-2013,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,5.0,Harmeet Singh,Feroz Shah Kotla,,,
355,IPL-2013,Kolkata,24-04-2013,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,1,Mumbai Indians,0.0,5.0,DR Smith,Eden Gardens,,,
356,IPL-2013,Chennai,25-04-2013,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,1,Chennai Super Kings,0.0,5.0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",,,
357,IPL-2013,Kolkata,26-04-2013,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,1,Kolkata Knight Riders,0.0,6.0,JH Kallis,Eden Gardens,,,
358,IPL-2013,Jaipur,27-04-2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,1,Rajasthan Royals,0.0,8.0,JP Faulkner,Sawai Mansingh Stadium,,,
359,IPL-2013,Mumbai,27-04-2013,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,1,Mumbai Indians,58.0,0.0,DR Smith,Wankhede Stadium,,,
360,IPL-2013,Chennai,28-04-2013,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Chennai Super Kings,14.0,0.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",,,
361,IPL-2013,Raipur,28-04-2013,Delhi Capitals,Pune Warriors India,Pune Warriors India,field,normal,1,Delhi Capitals,15.0,0.0,DA Warner,Shaheed Veer Narayan Singh International Stadium,,,
362,IPL-2013,Jaipur,29-04-2013,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,4.0,SV Samson,Sawai Mansingh Stadium,,,
363,IPL-2013,Mumbai,29-04-2013,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,normal,1,Mumbai Indians,4.0,0.0,RG Sharma,Wankhede Stadium,,,
364,IPL-2013,Pune,30-04-2013,Chennai Super Kings,Pune Warriors India,Chennai Super Kings,bat,normal,1,Chennai Super Kings,37.0,0.0,MS Dhoni,Subrata Roy Sahara Stadium,,,
365,IPL-2013,Hyderabad,01-05-2013,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,1,Sunrisers Hyderabad,0.0,7.0,I Sharma,"Rajiv Gandhi International Stadium, Uppal",,,
366,IPL-2013,Raipur,01-05-2013,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,1,Delhi Capitals,0.0,7.0,DA Warner,Shaheed Veer Narayan Singh International Stadium,,,
367,IPL-2013,Chennai,02-05-2013,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,1,Chennai Super Kings,15.0,0.0,SK Raina,"MA Chidambaram Stadium, Chepauk",,,
368,IPL-2013,Pune,02-05-2013,Royal Challengers Bangalore,Pune Warriors India,Royal Challengers Bangalore,bat,normal,1,Royal Challengers Bangalore,17.0,0.0,AB de Villiers,Subrata Roy Sahara Stadium,,,
369,IPL-2013,Kolkata,03-05-2013,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,1,Kolkata Knight Riders,0.0,8.0,YK Pathan,Eden Gardens,,,
370,IPL-2013,Hyderabad,04-05-2013,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,1,Sunrisers Hyderabad,0.0,6.0,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",,,
371,IPL-2013,Mumbai,05-05-2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,1,Mumbai Indians,60.0,0.0,MG Johnson,Wankhede Stadium,,,
372,IPL-2013,Jaipur,05-05-2013,Pune Warriors India,Rajasthan Royals,Pune Warriors India,bat,normal,1,Rajasthan Royals,0.0,5.0,AM Rahane,Sawai Mansingh Stadium,,,
373,IPL-2013,Chandigarh,06-05-2013,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,DA Miller,"Punjab Cricket Association Stadium, Mohali",,,
374,IPL-2013,Jaipur,07-05-2013,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,1,Rajasthan Royals,0.0,9.0,AM Rahane,Sawai Mansingh Stadium,,,
375,IPL-2013,Mumbai,07-05-2013,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,1,Mumbai Indians,65.0,0.0,SR Tendulkar,Wankhede Stadium,,,
376,IPL-2013,Hyderabad,08-05-2013,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Chennai Super Kings,77.0,0.0,SK Raina,"Rajiv Gandhi International Stadium, Uppal",,,
377,IPL-2013,Chandigarh,09-05-2013,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,8.0,KK Cooper,"Punjab Cricket Association Stadium, Mohali",,,
378,IPL-2013,Pune,09-05-2013,Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,46.0,0.0,G Gambhir,Subrata Roy Sahara Stadium,,,
379,IPL-2013,Delhi,10-05-2013,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,1,Royal Challengers Bangalore,4.0,0.0,JD Unadkat,Feroz Shah Kotla,,,
380,IPL-2013,Pune,11-05-2013,Pune Warriors India,Mumbai Indians,Pune Warriors India,bat,normal,1,Mumbai Indians,0.0,5.0,MG Johnson,Subrata Roy Sahara Stadium,,,
381,IPL-2013,Chandigarh,11-05-2013,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,1,Sunrisers Hyderabad,30.0,0.0,PA Patel,"Punjab Cricket Association Stadium, Mohali",,,
382,IPL-2013,Ranchi,12-05-2013,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,5.0,JH Kallis,JSCA International Stadium Complex,,,
383,IPL-2013,Jaipur,12-05-2013,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,5.0,SR Watson,Sawai Mansingh Stadium,,,
384,IPL-2013,Mumbai,13-05-2013,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,1,Mumbai Indians,0.0,7.0,KA Pollard,Wankhede Stadium,,,
385,IPL-2013,Bangalore,14-05-2013,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,7.0,AC Gilchrist,M Chinnaswamy Stadium,,,
386,IPL-2013,Chennai,14-05-2013,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,1,Chennai Super Kings,33.0,0.0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",,,
387,IPL-2013,Ranchi,15-05-2013,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Pune Warriors India,7.0,0.0,MK Pandey,JSCA International Stadium Complex,,,
388,IPL-2013,Mumbai,15-05-2013,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,1,Mumbai Indians,14.0,0.0,AP Tare,Wankhede Stadium,,,
389,IPL-2013,Dharamsala,16-05-2013,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Punjab Kings,7.0,0.0,DA Miller,Himachal Pradesh Cricket Association Stadium,,,
390,IPL-2013,Hyderabad,17-05-2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,1,Sunrisers Hyderabad,23.0,0.0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",,,
391,IPL-2013,Dharamsala,18-05-2013,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Punjab Kings,50.0,0.0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,,,
392,IPL-2013,Bangalore,18-05-2013,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,1,Royal Challengers Bangalore,24.0,0.0,V Kohli,M Chinnaswamy Stadium,,,
393,IPL-2013,Pune,19-05-2013,Pune Warriors India,Delhi Capitals,Pune Warriors India,bat,normal,1,Pune Warriors India,38.0,0.0,LJ Wright,Subrata Roy Sahara Stadium,,,
394,IPL-2013,Hyderabad,19-05-2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,1,Sunrisers Hyderabad,0.0,5.0,PA Patel,"Rajiv Gandhi International Stadium, Uppal",,,
395,IPL-2013,Delhi,21-05-2013,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,1,Chennai Super Kings,48.0,0.0,MEK Hussey,Feroz Shah Kotla,,,
396,IPL-2013,Delhi,22-05-2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,1,Rajasthan Royals,0.0,4.0,BJ Hodge,Feroz Shah Kotla,,,
397,IPL-2013,Kolkata,24-05-2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,1,Mumbai Indians,0.0,4.0,Harbhajan Singh,Eden Gardens,,,
398,IPL-2013,Kolkata,26-05-2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,1,Mumbai Indians,23.0,0.0,KA Pollard,Eden Gardens,,,
399,IPL-2014,Abu Dhabi,16-04-2014,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,41.0,0.0,JH Kallis,Sheikh Zayed Stadium,,,
400,IPL-2014,Unknown,17-04-2014,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,8.0,YS Chahal,Sharjah Cricket Stadium,,,
401,IPL-2014,Abu Dhabi,18-04-2014,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,1,Punjab Kings,0.0,6.0,GJ Maxwell,Sheikh Zayed Stadium,,,
402,IPL-2014,Abu Dhabi,18-04-2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,4.0,AM Rahane,Sheikh Zayed Stadium,,,
403,IPL-2014,Unknown,19-04-2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,7.0,PA Patel,Dubai International Cricket Stadium,,,
404,IPL-2014,Unknown,19-04-2014,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,1,Delhi Capitals,0.0,4.0,JP Duminy,Dubai International Cricket Stadium,,,
405,IPL-2014,Unknown,20-04-2014,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,7.0,GJ Maxwell,Sharjah Cricket Stadium,,,
406,IPL-2014,Abu Dhabi,21-04-2014,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,1,Chennai Super Kings,93.0,0.0,SK Raina,Sheikh Zayed Stadium,,,
407,IPL-2014,Unknown,22-04-2014,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Punjab Kings,72.0,0.0,GJ Maxwell,Sharjah Cricket Stadium,,,
408,IPL-2014,Unknown,23-04-2014,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Chennai Super Kings,7.0,0.0,RA Jadeja,Dubai International Cricket Stadium,,,
409,IPL-2014,Unknown,24-04-2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Kolkata Knight Riders,2.0,0.0,CA Lynn,Sharjah Cricket Stadium,,,
410,IPL-2014,Unknown,25-04-2014,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,1,Sunrisers Hyderabad,4.0,0.0,AJ Finch,Dubai International Cricket Stadium,,,
411,IPL-2014,Unknown,25-04-2014,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,1,Chennai Super Kings,0.0,7.0,MM Sharma,Dubai International Cricket Stadium,,,
412,IPL-2014,Abu Dhabi,26-04-2014,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,6.0,PV Tambe,Sheikh Zayed Stadium,,,
413,IPL-2014,Abu Dhabi,26-04-2014,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Punjab Kings,23.0,0.0,Sandeep Sharma,Sheikh Zayed Stadium,,,
414,IPL-2014,Unknown,27-04-2014,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,1,Delhi Capitals,0.0,6.0,M Vijay,Sharjah Cricket Stadium,,,
415,IPL-2014,Unknown,27-04-2014,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,1,Chennai Super Kings,0.0,5.0,DR Smith,Sharjah Cricket Stadium,,,
416,IPL-2014,Unknown,28-04-2014,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,5.0,Sandeep Sharma,Dubai International Cricket Stadium,,,
417,IPL-2014,Abu Dhabi,29-04-2014,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,tie,1,Unknown,0.0,0.0,JP Faulkner,Sheikh Zayed Stadium,,,
418,IPL-2014,Unknown,30-04-2014,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,1,Sunrisers Hyderabad,15.0,0.0,B Kumar,Dubai International Cricket Stadium,,,
419,IPL-2014,Ranchi,02-05-2014,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Chennai Super Kings,34.0,0.0,RA Jadeja,JSCA International Stadium Complex,,,
420,IPL-2014,Mumbai,03-05-2014,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,1,Mumbai Indians,0.0,5.0,CJ Anderson,Wankhede Stadium,,,
421,IPL-2014,Delhi,03-05-2014,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,7.0,KK Nair,Feroz Shah Kotla,,,
422,IPL-2014,Bangalore,04-05-2014,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,4.0,AB de Villiers,M Chinnaswamy Stadium,,,
423,IPL-2014,Ahmedabad,05-05-2014,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Rajasthan Royals,10.0,0.0,PV Tambe,"Sardar Patel Stadium, Motera",,,
424,IPL-2014,Delhi,05-05-2014,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,8.0,DR Smith,Feroz Shah Kotla,,,
425,IPL-2014,Mumbai,06-05-2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Mumbai Indians,19.0,0.0,RG Sharma,Wankhede Stadium,,,
426,IPL-2014,Delhi,07-05-2014,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,normal,1,Kolkata Knight Riders,0.0,8.0,G Gambhir,Feroz Shah Kotla,,,
427,IPL-2014,Cuttack,07-05-2014,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,1,Punjab Kings,44.0,0.0,GJ Maxwell,Barabati Stadium,,,
428,IPL-2014,Ahmedabad,08-05-2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,1,Sunrisers Hyderabad,32.0,0.0,B Kumar,"Sardar Patel Stadium, Motera",,,
429,IPL-2014,Bangalore,09-05-2014,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Punjab Kings,32.0,0.0,Sandeep Sharma,M Chinnaswamy Stadium,,,
430,IPL-2014,Delhi,10-05-2014,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0.0,8.0,DW Steyn,Feroz Shah Kotla,,,
431,IPL-2014,Mumbai,10-05-2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,4.0,DR Smith,Wankhede Stadium,,,
432,IPL-2014,Cuttack,11-05-2014,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,9.0,G Gambhir,Barabati Stadium,,,
433,IPL-2014,Bangalore,11-05-2014,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,1,Rajasthan Royals,0.0,5.0,JP Faulkner,M Chinnaswamy Stadium,,,
434,IPL-2014,Hyderabad,12-05-2014,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,1,Mumbai Indians,0.0,7.0,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",,,
435,IPL-2014,Ranchi,13-05-2014,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,1,Chennai Super Kings,0.0,5.0,RA Jadeja,JSCA International Stadium Complex,,,
436,IPL-2014,Bangalore,13-05-2014,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,1,Royal Challengers Bangalore,16.0,0.0,Yuvraj Singh,M Chinnaswamy Stadium,,,
437,IPL-2014,Hyderabad,14-05-2014,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,WP Saha,"Rajiv Gandhi International Stadium, Uppal",,,
438,IPL-2014,Cuttack,14-05-2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,6.0,RV Uthappa,Barabati Stadium,,,
439,IPL-2014,Ahmedabad,15-05-2014,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,1,Rajasthan Royals,62.0,0.0,AM Rahane,"Sardar Patel Stadium, Motera",,,
